YEAR,MO,DY,T2M_MIN,T2M_MAX,RH2M,WS2M,ALLSKY_SFC_SW_DWN,ET0
2017,10,3,19.64,24.06,91.95,1.01,20.592,4.451
2017,10,4,20.32,25.63,91.41,1.49,18.576,4.051
2017,10,5,19.87,26.01,90.04,1.4,12.348,2.821
2017,10,6,19.44,26.53,87.78,1.09,15.228000000000002,3.491
2017,10,7,18.7,24.93,89.56,1.52,16.344,3.568
2017,10,8,19.36,27.29,87.52,1.3,17.64,4.018
2017,10,9,20.57,26.09,88.65,1.33,15.371999999999998,3.509
2017,10,10,20.22,25.45,90.48,1.42,17.028000000000002,3.76
2017,10,11,20.67,26.45,86.65,0.99,20.628000000000004,4.71
2017,10,12,19.85,25.96,88.2,1.28,17.496000000000002,3.938
2017,10,13,19.38,26.44,88.5,1.2,15.588000000000001,3.54
2017,10,14,20.0,23.93,91.7,2.08,15.444,3.274
2017,10,15,17.91,25.84,89.5,2.48,15.659999999999998,3.375
2017,10,16,19.74,24.76,92.0,2.25,9.756,2.186
2017,10,17,19.26,24.98,90.01,1.59,15.588000000000001,3.418
2017,10,18,18.91,26.15,85.41,1.72,16.596,3.795
2017,10,19,17.47,27.43,76.75,1.49,21.636,5.082
2017,10,20,18.68,26.18,86.99,1.59,21.132,4.649
2017,10,21,18.01,27.37,82.14,1.32,18.0,4.195
2017,10,22,17.79,27.63,83.03,1.51,21.924,4.973
2017,10,23,16.43,25.03,73.03,1.59,23.759999999999998,5.431
2017,10,24,15.56,26.41,77.91,1.32,19.764000000000003,4.528
2017,10,25,18.04,25.99,88.8,1.52,18.756,4.091
2017,10,26,18.58,26.68,87.61,1.92,15.876000000000001,3.579
2017,10,27,18.69,26.19,86.66,2.17,20.484,4.477
2017,10,28,17.65,25.33,86.75,2.39,20.052000000000003,4.282
2017,10,29,17.95,25.48,86.13,2.39,19.944,4.31
2017,10,30,16.94,24.98,89.45,3.32,17.784000000000002,3.614
2017,10,31,17.06,25.64,89.03,2.78,13.176,2.896
2017,11,1,18.27,25.77,88.76,2.85,12.168,2.769
2017,11,2,17.18,25.04,85.15,2.54,19.008000000000003,4.116
2017,11,3,16.17,23.85,87.62,2.86,17.676000000000002,3.64
2017,11,4,16.71,24.02,89.85,2.98,12.852,2.721
2017,11,5,16.67,25.78,89.03,3.06,10.620000000000001,2.437
2017,11,6,18.35,25.13,89.15,2.8,13.572000000000001,2.982
2017,11,7,17.69,25.6,88.45,2.17,12.852,2.891
2017,11,8,17.79,25.9,87.3,2.5,18.900000000000002,4.071
2017,11,9,15.79,25.43,83.7,2.22,21.06,4.53
2017,11,10,13.69,25.76,85.71,2.15,20.808,4.331
2017,11,11,15.67,25.21,85.35,2.23,13.968,3.148
2017,11,12,14.8,25.65,82.92,2.38,17.64,3.904
2017,11,13,16.22,26.23,86.62,2.07,20.196,4.327
2017,11,14,16.9,26.5,86.49,1.67,16.092,3.605
2017,11,15,17.87,26.72,87.17,1.68,14.688,3.345
2017,11,16,17.98,26.31,87.59,1.94,15.803999999999998,3.53
2017,11,17,19.68,26.4,85.78,1.02,10.116,2.453
2017,11,18,19.13,26.83,86.04,1.64,13.932,3.272
2017,11,19,18.66,27.26,86.26,1.8,16.776,3.836
2017,11,20,18.67,26.28,86.12,1.82,18.648,4.17
2017,11,21,17.93,27.14,85.37,1.95,17.46,3.97
2017,11,22,17.53,26.72,86.03,1.99,19.98,4.396
2017,11,23,15.19,26.87,80.39,1.64,20.016,4.524
2017,11,24,16.14,26.5,85.51,1.65,16.524,3.696
2017,11,25,16.14,25.78,86.25,1.99,13.644,3.087
2017,11,26,16.2,25.68,86.34,2.41,13.932,3.137
2017,11,27,16.75,26.56,86.96,2.59,13.860000000000001,3.149
2017,11,28,16.13,26.23,84.07,2.34,19.44,4.27
2017,11,29,15.54,26.19,82.5,2.81,19.8,4.365
2017,11,30,17.07,24.27,91.3,3.66,7.596,1.767
2017,12,1,19.14,24.94,90.96,4.37,5.867999999999999,1.582
2017,12,2,17.22,20.35,91.0,3.38,8.1,1.763
2017,12,3,16.3,23.66,88.07,2.28,14.688,3.126
2017,12,4,16.59,26.17,86.52,1.75,15.371999999999998,3.438
2017,12,5,16.69,26.33,84.96,1.32,15.696000000000002,3.563
2017,12,6,17.11,26.89,83.84,1.22,16.740000000000002,3.838
2017,12,7,15.77,26.19,83.79,1.53,17.064,3.831
2017,12,8,13.01,26.46,70.13,1.61,20.016,4.733
2017,12,9,13.35,26.47,64.54,1.51,19.764000000000003,4.849
2017,12,10,13.8,25.63,72.26,1.8,18.971999999999998,4.479
2017,12,11,14.62,26.9,73.73,1.16,20.16,4.685
2017,12,12,14.34,26.45,82.06,1.02,17.1,3.839
2017,12,13,17.45,24.21,85.24,1.27,14.724,3.307
2017,12,14,16.14,26.44,81.1,1.76,18.612000000000002,4.246
2017,12,15,15.14,26.03,83.71,2.37,19.296000000000003,4.204
2017,12,16,15.62,25.4,83.36,2.89,18.36,4.025
2017,12,17,14.16,24.61,82.81,3.26,19.368,4.101
2017,12,18,12.97,24.44,83.36,2.6,17.82,3.773
2017,12,19,13.34,25.06,83.83,2.68,18.756,3.959
2017,12,20,13.03,25.72,80.63,2.59,19.692,4.296
2017,12,21,10.38,25.28,81.28,2.3,20.232,4.219
2017,12,22,14.75,25.04,81.19,2.51,20.628000000000004,4.473
2017,12,23,13.23,24.85,79.74,2.33,20.124,4.366
2017,12,24,12.57,24.76,79.3,2.11,20.808,4.47
2017,12,25,11.69,25.62,80.14,2.15,17.784000000000002,3.917
2017,12,26,12.26,25.1,77.8,2.3,19.62,4.329
2017,12,27,12.84,25.32,79.09,2.21,18.864,4.18
2017,12,28,12.02,24.38,76.6,2.22,19.728,4.336
2017,12,29,11.62,24.87,79.7,2.27,20.232,4.314
2017,12,30,13.82,23.99,79.64,1.97,18.971999999999998,4.141
2017,12,31,13.58,25.68,75.12,1.6,20.952,4.731
2018,1,1,14.46,26.26,73.07,0.88,20.808,4.756
2018,1,2,13.28,26.4,74.26,1.17,18.971999999999998,4.359
2018,1,3,14.56,26.81,73.81,1.28,17.1,4.083
2018,1,4,14.02,26.71,75.11,1.91,18.396,4.358
2018,1,5,12.17,26.05,71.16,1.78,17.676000000000002,4.232
2018,1,6,10.82,25.55,68.3,1.41,17.784000000000002,4.185
2018,1,7,11.69,25.54,64.28,1.49,19.259999999999998,4.627
2018,1,8,10.17,25.73,69.5,2.15,19.332,4.548
2018,1,9,12.99,25.83,75.96,2.59,19.08,4.409
2018,1,10,15.54,27.69,79.14,3.01,18.503999999999998,4.407
2018,1,11,16.54,28.56,78.5,2.38,18.144000000000002,4.424
2018,1,12,16.33,29.21,72.87,2.41,16.344,4.381
2018,1,13,15.32,28.18,71.2,1.99,20.268,5.017
2018,1,14,13.19,29.21,69.15,2.25,20.592,5.193
2018,1,15,14.73,29.66,68.7,2.44,20.052000000000003,5.252
2018,1,16,15.26,28.48,70.8,1.6,15.947999999999999,4.12
2018,1,17,14.2,28.24,67.42,1.96,18.288,4.738
2018,1,18,11.92,28.01,65.43,2.31,21.132,5.319
2018,1,19,11.66,27.72,66.76,2.17,21.888,5.334
2018,1,20,11.7,28.02,65.27,1.65,21.78,5.281
2018,1,21,12.12,28.25,64.87,2.08,21.456,5.376
2018,1,22,13.01,28.72,64.24,1.53,21.240000000000002,5.284
2018,1,23,13.63,28.37,69.62,1.38,20.268,4.895
2018,1,24,15.62,28.71,67.84,1.54,19.08,4.849
2018,1,25,14.43,28.91,57.04,1.77,18.900000000000002,5.232
2018,1,26,12.77,28.66,61.9,1.64,18.648,4.88
2018,1,27,14.11,28.55,66.14,1.55,19.368,4.895
2018,1,28,13.27,29.39,61.98,1.96,19.8,5.285
2018,1,29,12.22,29.54,62.19,2.49,21.096,5.656
2018,1,30,12.2,29.7,61.9,2.37,21.456,5.712
2018,1,31,12.3,29.63,57.64,2.16,23.291999999999998,6.172
2018,2,1,11.98,30.23,46.39,2.08,22.284000000000002,6.476
2018,2,2,11.97,30.64,47.66,2.04,23.148,6.604
2018,2,3,10.56,30.3,51.82,2.35,23.256,6.497
2018,2,4,10.66,28.98,55.39,2.12,24.336,6.305
2018,2,5,11.86,31.21,53.72,2.24,23.94,6.638
2018,2,6,13.91,31.76,62.7,1.88,22.932000000000002,6.048
2018,2,7,18.54,25.75,80.01,1.78,12.456,3.137
2018,2,8,16.18,28.22,62.74,0.95,17.676000000000002,4.484
2018,2,9,16.87,28.68,68.79,0.95,19.152,4.718
2018,2,10,17.13,27.95,67.04,1.82,17.1,4.576
2018,2,11,16.16,30.44,64.12,2.7,17.892,5.269
2018,2,12,18.09,29.72,62.15,2.54,21.636,6.057
2018,2,13,17.71,29.36,63.46,2.41,18.828000000000003,5.365
2018,2,14,17.12,30.26,61.38,3.2,22.968,6.548
2018,2,15,15.05,25.95,65.49,2.8,21.708000000000002,5.501
2018,2,16,14.32,29.99,55.86,2.27,24.336,6.618
2018,2,17,15.36,31.32,56.16,1.82,23.724,6.468
2018,2,18,13.51,32.63,53.24,2.12,24.3,6.889
2018,2,19,13.62,32.35,53.98,2.13,24.624,6.899
2018,2,20,14.54,32.32,56.38,2.54,23.544,6.793
2018,2,21,13.52,31.98,52.06,2.93,23.184,7.057
2018,2,22,14.57,32.43,47.27,2.51,23.400000000000002,7.244
2018,2,23,13.52,32.13,47.27,2.82,24.264000000000003,7.498
2018,2,24,12.47,32.23,48.04,2.58,26.208000000000002,7.653
2018,2,25,14.48,32.87,50.8,2.86,25.632,7.703
2018,2,26,13.59,33.26,42.32,2.32,26.064,7.949
2018,2,27,13.48,33.52,40.36,3.06,26.388,8.638
2018,2,28,14.98,33.88,32.5,3.13,25.524,9.155
2018,3,1,13.73,33.74,38.11,2.76,25.128000000000004,8.378
2018,3,2,14.6,34.4,34.72,2.97,25.56,8.959
2018,3,3,15.6,35.05,29.88,2.33,25.668,8.832
2018,3,4,14.85,35.0,29.78,2.56,25.236,8.938
2018,3,5,14.53,35.28,28.28,2.69,24.912,9.118
2018,3,6,14.12,35.73,32.64,2.52,26.28,9.024
2018,3,7,14.18,35.38,36.14,2.85,25.884,8.97
2018,3,8,15.6,35.46,33.59,3.0,26.496000000000002,9.44
2018,3,9,16.12,35.44,36.34,2.95,25.668,9.079
2018,3,10,16.8,35.03,38.2,3.11,22.392,8.417
2018,3,11,16.93,34.78,39.51,3.6,24.66,9.081
2018,3,12,17.09,34.28,44.21,3.81,23.291999999999998,8.539
2018,3,13,17.49,34.44,55.99,3.64,22.572,7.471
2018,3,14,20.31,32.7,55.75,2.97,17.82,6.198
2018,3,15,21.09,30.4,56.87,1.37,20.664,5.763
2018,3,16,21.24,30.81,67.08,1.02,18.36,4.851
2018,3,17,18.87,31.08,67.49,1.91,19.224,5.265
2018,3,18,20.07,30.31,66.79,1.94,20.340000000000003,5.532
2018,3,19,19.17,34.1,53.76,2.9,25.416,7.871
2018,3,20,17.8,35.1,47.74,2.44,25.92,8.112
2018,3,21,17.12,34.79,48.21,1.26,24.12,6.844
2018,3,22,21.16,34.1,47.38,1.57,24.912,7.378
2018,3,23,21.25,35.74,40.02,2.38,25.668,8.655
2018,3,24,20.97,34.92,45.99,2.51,20.340000000000003,7.218
2018,3,25,20.65,36.52,42.85,3.55,23.256,8.945
2018,3,26,18.71,36.71,38.43,3.23,23.58,9.039
2018,3,27,18.87,37.34,36.82,1.7,23.976000000000003,7.89
2018,3,28,21.33,36.43,45.66,1.6,24.804,7.632
2018,3,29,21.66,34.13,43.57,1.03,23.040000000000003,6.661
2018,3,30,22.98,35.38,44.51,1.16,19.584000000000003,6.079
2018,3,31,23.27,32.73,54.25,1.8,21.996000000000002,6.62
2018,4,1,20.33,36.13,47.31,1.77,23.220000000000002,7.29
2018,4,2,22.47,35.19,46.97,2.7,19.728,7.258
2018,4,3,21.05,36.58,44.32,2.38,23.328000000000003,8.006
2018,4,4,20.68,36.78,42.24,2.88,25.272,8.934
2018,4,5,19.85,36.1,46.54,3.27,25.56,8.851
2018,4,6,20.47,34.98,43.98,2.3,22.392,7.582
2018,4,7,19.87,36.66,42.38,2.84,24.444,8.676
2018,4,8,19.55,36.02,48.48,3.58,25.452,8.849
2018,4,9,19.48,35.68,48.21,3.27,26.496000000000002,8.847
2018,4,10,20.51,35.93,47.09,3.16,26.928,9.027
2018,4,11,21.36,35.36,48.24,2.07,25.848,8.011
2018,4,12,22.1,36.64,47.71,2.78,25.164,8.537
2018,4,13,21.96,35.74,47.7,3.03,25.236,8.61
2018,4,14,22.03,37.72,45.86,2.95,26.208000000000002,9.114
2018,4,15,22.67,37.69,49.53,3.37,25.956,9.106
2018,4,16,23.09,37.65,46.64,2.63,24.192,8.438
2018,4,17,22.47,38.49,44.6,3.0,25.884,9.28
2018,4,18,22.23,38.44,39.46,2.65,25.848,9.305
2018,4,19,23.1,35.6,44.83,1.79,18.720000000000002,6.47
2018,4,20,23.8,33.79,48.25,1.84,18.648,6.252
2018,4,21,21.9,35.08,57.28,1.59,24.696,7.082
2018,4,22,22.53,35.56,54.28,2.25,22.428,7.16
2018,4,23,23.33,35.07,56.21,1.76,23.184,6.94
2018,4,24,23.43,34.83,50.88,1.52,20.952,6.473
2018,4,25,20.94,35.14,56.17,1.65,23.220000000000002,6.798
2018,4,26,21.74,35.61,53.52,1.77,24.840000000000003,7.399
2018,4,27,21.8,35.45,51.97,2.68,25.740000000000002,8.198
2018,4,28,22.05,36.97,51.78,2.91,26.604,8.694
2018,4,29,23.12,38.2,44.33,1.56,24.516,7.785
2018,4,30,24.23,37.04,50.63,2.54,24.228,8.131
2018,5,1,22.2,36.1,59.75,1.87,24.192,7.101
2018,5,2,22.72,35.24,59.96,1.69,22.536,6.594
2018,5,3,23.45,35.96,61.41,2.0,20.232,6.256
2018,5,4,22.59,33.07,66.49,2.25,25.236,6.958
2018,5,5,20.32,34.62,59.41,2.38,25.056,7.343
2018,5,6,20.36,36.19,58.69,2.36,21.78,6.822
2018,5,7,21.17,35.01,61.24,2.38,22.644000000000002,6.812
2018,5,8,22.42,32.57,65.77,2.11,23.003999999999998,6.434
2018,5,9,21.22,29.97,70.73,2.08,23.148,6.009
2018,5,10,21.06,31.5,68.37,1.31,17.136,4.682
2018,5,11,20.64,32.16,72.99,1.46,23.759999999999998,6.043
2018,5,12,21.13,31.71,70.97,1.32,23.759999999999998,6.073
2018,5,13,21.71,31.51,68.36,1.45,21.852,5.784
2018,5,14,21.53,26.89,76.81,1.46,19.98,4.881
2018,5,15,19.81,32.11,63.8,1.95,18.0,5.277
2018,5,16,19.29,33.29,62.31,1.3,23.94,6.383
2018,5,17,20.67,33.04,65.0,1.19,24.012,6.318
2018,5,18,21.2,31.01,73.14,2.02,18.828000000000003,5.062
2018,5,19,20.91,33.15,66.72,1.31,24.408,6.414
2018,5,20,21.34,32.31,69.62,1.81,22.608,6.034
2018,5,21,20.83,32.06,68.48,1.41,22.032,5.803
2018,5,22,21.37,32.28,69.7,1.73,22.032,5.885
2018,5,23,21.08,34.12,61.35,1.2,21.492,5.936
2018,5,24,21.42,32.6,68.51,2.33,22.715999999999998,6.266
2018,5,25,21.51,30.38,75.11,2.31,17.856,4.81
2018,5,26,21.3,32.01,72.9,2.11,16.164,4.596
2018,5,27,21.16,31.14,73.88,2.56,22.032,5.788
2018,5,28,21.57,31.03,71.66,1.47,22.176000000000002,5.721
2018,5,29,20.93,32.14,72.09,3.31,22.176000000000002,6.108
2018,5,30,22.04,29.57,78.73,2.39,19.62,4.983
2018,5,31,22.04,30.19,78.29,1.56,23.112000000000002,5.692
2018,6,1,22.2,29.11,81.1,1.43,17.964000000000002,4.442
2018,6,2,21.03,30.01,74.37,1.07,19.404,4.884
2018,6,3,21.13,28.45,82.92,2.25,19.44,4.648
2018,6,4,21.74,27.3,82.82,2.15,18.648,4.462
2018,6,5,20.32,30.58,72.43,3.2,21.6,5.808
2018,6,6,19.99,31.45,70.47,3.78,21.888,6.145
2018,6,7,20.3,28.51,79.4,4.97,18.252000000000002,4.735
2018,6,8,20.69,27.12,77.87,6.04,15.156,4.374
2018,6,9,19.81,27.72,76.37,6.64,13.14,4.273
2018,6,10,19.15,29.41,77.86,5.8,16.776,4.704
2018,6,11,21.68,28.62,79.27,5.56,16.02,4.499
2018,6,12,21.58,29.03,78.68,5.24,19.368,5.106
2018,6,13,21.14,28.95,78.4,4.94,19.692,5.135
2018,6,14,20.6,30.37,70.04,4.31,17.496000000000002,5.428
2018,6,15,19.28,31.75,69.1,3.72,22.715999999999998,6.374
2018,6,16,18.21,31.05,63.8,4.33,22.752000000000002,6.779
2018,6,17,17.49,30.78,67.28,4.44,21.816,6.299
2018,6,18,17.98,29.69,72.61,4.66,24.048,6.2
2018,6,19,20.41,28.95,77.62,4.83,20.844,5.347
2018,6,20,20.59,27.8,77.89,4.73,22.104,5.451
2018,6,21,20.05,29.73,75.01,4.45,17.676000000000002,5.019
2018,6,22,19.21,28.6,74.32,4.27,14.148000000000001,4.316
2018,6,23,18.79,29.28,77.34,3.73,17.1,4.57
2018,6,24,19.06,29.18,72.03,4.21,19.872,5.498
2018,6,25,18.25,28.97,70.68,4.34,17.748,5.197
2018,6,26,18.34,29.62,74.39,5.02,19.512,5.353
2018,6,27,20.16,28.98,78.46,4.75,14.616,4.21
2018,6,28,20.21,27.95,77.71,4.36,14.940000000000001,4.214
2018,6,29,19.99,29.61,73.2,3.5,16.128000000000004,4.706
2018,6,30,18.72,29.63,66.08,3.04,19.8,5.664
2018,7,1,19.4,30.86,68.32,2.59,17.424,5.078
2018,7,2,18.84,30.57,73.49,3.6,22.68,5.919
2018,7,3,19.53,26.97,77.81,3.05,21.096,5.089
2018,7,4,19.2,30.6,72.97,3.95,19.44,5.439
2018,7,5,19.44,30.94,71.0,4.63,22.572,6.286
2018,7,6,19.76,28.58,76.58,4.43,14.076,4.181
2018,7,7,20.23,27.55,78.98,4.21,15.696000000000002,4.211
2018,7,8,19.82,27.09,75.7,4.69,16.38,4.57
2018,7,9,19.58,28.9,75.52,4.57,15.120000000000001,4.475
2018,7,10,19.51,28.54,73.86,4.68,16.308,4.791
2018,7,11,19.44,27.75,79.96,5.56,13.716000000000001,3.905
2018,7,12,20.11,28.98,75.65,6.22,16.02,4.851
2018,7,13,20.0,27.06,79.41,5.3,16.956,4.425
2018,7,14,20.31,27.11,79.0,5.42,14.616,4.115
2018,7,15,20.16,29.46,74.59,6.1,17.46,5.21
2018,7,16,19.99,27.28,77.77,6.23,15.336,4.403
2018,7,17,19.42,29.73,74.1,6.4,15.984000000000002,5.05
2018,7,18,19.59,29.43,75.14,5.38,16.164,4.831
2018,7,19,20.36,30.66,74.64,5.21,15.588000000000001,4.892
2018,7,20,20.89,29.78,74.61,5.81,16.812,5.136
2018,7,21,20.43,28.61,75.11,5.51,14.868,4.617
2018,7,22,20.19,31.19,70.41,5.47,17.388,5.663
2018,7,23,20.18,30.54,73.7,5.05,16.128000000000004,5.022
2018,7,24,19.6,30.18,76.85,4.61,17.532,4.881
2018,7,25,19.59,30.98,74.43,4.48,15.552000000000001,4.774
2018,7,26,19.92,31.8,72.1,4.29,16.236,5.123
2018,7,27,19.88,30.96,72.47,4.56,13.607999999999999,4.62
2018,7,28,19.69,30.79,73.18,4.22,13.68,4.483
2018,7,29,20.15,29.52,74.29,3.91,16.740000000000002,4.817
2018,7,30,20.05,29.96,74.92,3.81,16.992,4.828
2018,7,31,20.25,27.61,79.31,4.29,16.308,4.303
2018,8,1,19.36,29.16,76.81,4.25,14.904,4.303
2018,8,2,19.19,30.08,73.62,3.99,18.468,5.183
2018,8,3,19.1,29.61,72.98,4.36,18.252000000000002,5.207
2018,8,4,19.07,28.86,75.12,4.27,18.144000000000002,4.955
2018,8,5,19.9,30.58,71.19,4.63,15.588000000000001,5.054
2018,8,6,19.41,30.35,71.98,5.42,16.56,5.255
2018,8,7,19.17,28.19,75.97,5.38,12.924,4.123
2018,8,8,19.72,30.06,75.63,4.97,15.624,4.7
2018,8,9,19.72,30.2,73.59,4.85,18.756,5.395
2018,8,10,19.43,27.76,78.16,4.25,12.492,3.706
2018,8,11,19.23,29.52,74.99,5.65,10.008,3.887
2018,8,12,19.42,26.84,78.69,5.52,10.044,3.378
2018,8,13,18.19,29.24,71.62,6.2,11.772,4.515
2018,8,14,18.9,27.55,81.91,5.44,12.6,3.517
2018,8,15,20.95,27.55,83.4,4.95,10.584,3.104
2018,8,16,20.52,28.38,76.91,6.39,12.06,4.111
2018,8,17,20.44,30.78,71.87,6.46,15.732000000000001,5.4
2018,8,18,19.67,30.43,72.26,5.6,15.048,5.034
2018,8,19,19.44,31.37,69.7,5.43,14.868,5.284
2018,8,20,19.1,29.97,71.55,5.48,15.371999999999998,5.062
2018,8,21,19.34,31.69,69.62,5.0,19.692,6.04
2018,8,22,18.83,30.81,69.13,4.35,18.468,5.63
2018,8,23,19.79,31.14,71.71,4.03,15.912,4.981
2018,8,24,19.16,29.84,75.28,3.75,18.648,5.045
2018,8,25,19.07,29.37,75.23,3.39,18.215999999999998,4.885
2018,8,26,19.15,30.86,72.47,3.85,16.344,4.918
2018,8,27,19.07,30.34,73.01,4.32,13.644,4.455
2018,8,28,18.75,30.22,73.34,3.8,18.288,5.131
2018,8,29,18.96,30.39,72.7,3.64,17.388,5.007
2018,8,30,19.1,31.55,72.65,3.65,16.812,4.999
2018,8,31,19.47,31.4,71.66,3.84,18.503999999999998,5.422
2018,9,1,19.39,29.51,72.74,2.66,22.176000000000002,5.695
2018,9,2,19.16,31.97,66.87,3.11,21.384,6.147
2018,9,3,18.95,28.52,69.67,2.56,24.984,6.279
2018,9,4,18.76,32.47,65.54,2.81,22.752000000000002,6.433
2018,9,5,19.17,29.91,67.84,3.13,19.188000000000002,5.512
2018,9,6,18.57,31.63,66.49,3.71,19.044,5.839
2018,9,7,18.19,31.69,66.33,3.75,20.124,6.045
2018,9,8,18.55,32.08,65.75,3.3,18.971999999999998,5.797
2018,9,9,18.74,31.95,66.03,1.47,22.392,5.889
2018,9,10,18.6,31.62,69.43,1.32,12.096,3.502
2018,9,11,20.71,32.49,68.42,1.13,18.828000000000003,5.022
2018,9,12,21.45,28.87,75.29,1.83,20.484,5.179
2018,9,13,17.94,33.3,62.4,1.44,22.68,6.113
2018,9,14,18.9,32.91,63.7,1.01,24.192,6.245
2018,9,15,20.31,30.24,74.0,1.44,23.400000000000002,5.808
2018,9,16,20.28,28.54,80.16,2.03,19.836,4.808
2018,9,17,19.85,28.46,79.95,3.04,19.584000000000003,4.798
2018,9,18,19.15,29.72,75.89,2.96,20.484,5.241
2018,9,19,18.85,27.81,73.37,3.45,17.604,4.782
2018,9,20,17.95,29.56,76.54,2.67,16.02,4.263
2018,9,21,19.09,27.93,78.94,2.6,14.904,3.873
2018,9,22,17.02,31.76,67.34,2.11,24.444,6.354
2018,9,23,18.84,30.21,75.87,0.96,18.828000000000003,4.637
2018,9,24,20.65,26.91,82.35,1.17,18.432000000000002,4.35
2018,9,25,19.26,30.14,77.37,0.95,18.648,4.575
2018,9,26,19.94,29.85,79.58,1.74,16.776,4.23
2018,9,27,19.55,30.68,75.41,1.64,20.88,5.249
2018,9,28,19.89,30.12,78.52,1.83,21.528000000000002,5.274
2018,9,29,19.91,30.73,74.97,2.27,21.096,5.421
2018,9,30,19.99,32.32,72.01,2.14,23.544,6.143
2018,10,1,20.01,32.03,72.35,2.7,24.12,6.317
2018,10,2,20.21,31.23,71.94,2.23,23.184,6.025
2018,10,3,19.51,31.56,75.13,2.12,23.796000000000003,5.977
2018,10,4,20.07,28.4,79.07,2.68,13.895999999999999,3.741
2018,10,5,19.48,27.06,82.44,3.13,16.02,3.91
2018,10,6,19.62,28.26,82.04,3.0,15.947999999999999,3.979
2018,10,7,18.99,30.05,76.06,2.09,24.3,5.912
2018,10,8,20.06,30.65,70.86,1.68,21.816,5.634
2018,10,9,18.65,29.09,73.44,1.48,19.44,4.868
2018,10,10,17.93,30.35,62.06,2.19,20.664,5.795
2018,10,11,15.67,31.75,50.49,1.68,21.564,6.22
2018,10,12,17.64,31.69,66.05,1.75,21.456,5.722
2018,10,13,19.1,32.43,59.17,0.66,21.744,5.602
2018,10,14,19.5,30.41,74.67,0.85,17.676000000000002,4.414
2018,10,15,20.97,28.56,79.33,1.23,16.2,4.03
2018,10,16,19.53,28.76,79.63,1.49,16.416,4.062
2018,10,17,20.09,25.71,83.48,1.39,17.172,3.994
2018,10,18,18.12,27.32,78.33,0.7,18.648,4.375
2018,10,19,18.79,29.04,76.3,1.4,17.784000000000002,4.425
2018,10,20,17.46,30.11,65.69,1.85,21.276,5.617
2018,10,21,17.46,30.92,68.88,1.93,20.736,5.457
2018,10,22,16.26,30.94,61.35,2.12,23.148,6.265
2018,10,23,16.18,31.52,61.66,2.07,21.312,5.913
2018,10,24,15.62,30.98,64.41,2.22,22.644000000000002,6.035
2018,10,25,14.64,31.47,64.74,2.83,21.492,5.972
2018,10,26,16.52,31.16,66.57,2.99,21.888,6.038
2018,10,27,16.84,31.11,61.97,2.7,23.328000000000003,6.5
2018,10,28,15.04,30.72,60.78,2.83,23.400000000000002,6.493
2018,10,29,14.77,31.05,49.63,2.24,23.400000000000002,6.838
2018,10,30,14.43,31.78,52.88,1.96,23.112000000000002,6.547
2018,10,31,16.65,32.06,69.78,2.62,20.340000000000003,5.555
2018,11,1,19.44,31.12,73.04,2.76,18.540000000000003,5.103
2018,11,2,19.44,29.66,77.86,2.83,14.976,4.076
2018,11,3,19.16,30.46,76.73,3.07,15.120000000000001,4.241
2018,11,4,17.96,32.01,72.03,3.07,18.432000000000002,5.21
2018,11,5,19.07,32.02,65.66,3.08,21.78,6.29
2018,11,6,17.94,28.55,68.37,2.24,19.692,5.212
2018,11,7,15.99,31.77,58.65,2.51,21.78,6.333
2018,11,8,13.09,31.93,59.15,2.35,19.728,5.751
2018,11,9,16.64,31.99,62.15,2.58,22.068,6.279
2018,11,10,16.55,31.72,61.87,2.04,21.42,5.945
2018,11,11,16.15,31.35,60.55,1.87,21.240000000000002,5.853
2018,11,12,15.74,31.2,52.5,1.95,19.692,5.881
2018,11,13,15.83,31.24,40.71,1.6,22.104,6.588
2018,11,14,14.68,32.02,37.35,1.57,22.32,6.75
2018,11,15,14.38,30.52,61.92,2.83,15.336,4.906
2018,11,16,19.4,28.1,78.38,3.6,13.716000000000001,3.835
2018,11,17,19.24,30.68,71.72,2.17,19.656,5.231
2018,11,18,19.66,31.81,70.78,2.1,15.876000000000001,4.566
2018,11,19,19.66,32.74,66.15,2.57,14.940000000000001,4.826
2018,11,20,19.02,31.06,66.14,3.02,20.592,5.934
2018,11,21,17.68,26.49,78.8,3.47,11.664000000000001,3.286
2018,11,22,18.81,27.27,81.47,3.45,8.28,2.597
2018,11,23,18.93,28.7,81.55,2.77,8.1,2.504
2018,11,24,18.41,31.02,70.01,2.37,14.076,4.242
2018,11,25,18.4,31.48,67.52,2.03,17.64,4.987
2018,11,26,16.39,30.94,64.59,2.28,19.98,5.555
2018,11,27,14.55,29.2,63.92,2.41,20.196,5.455
2018,11,28,13.92,30.14,67.27,2.75,20.52,5.486
2018,11,29,16.21,30.3,71.51,2.64,15.659999999999998,4.435
2018,11,30,17.01,31.1,67.0,2.22,19.044,5.277
2018,12,1,16.35,30.52,64.51,2.27,17.712,5.082
2018,12,2,15.42,30.16,65.63,2.36,20.376,5.507
2018,12,3,17.02,30.84,65.92,2.71,16.992,5.069
2018,12,4,17.29,25.4,82.9,2.01,11.196,2.77
2018,12,5,18.36,29.8,76.96,1.29,15.588000000000001,3.943
2018,12,6,19.6,31.69,66.24,2.34,14.4,4.555
2018,12,7,18.38,31.44,65.33,2.69,17.532,5.293
2018,12,8,17.69,30.81,67.43,2.91,17.496000000000002,5.165
